1566507104,0,10112,Made of Fire,Niko,lesjuh,Oni,269,81,9,43,34,53,146470,31,0,1,1566507104340-269819433453,Guest
1566507235,0,10112,Made of Fire,Niko,lesjuh,Oni,227,112,15,39,36,58,150245,44,0,1,1566507235157-22711215393658,Guest
1566507374,0,10112,Made of Fire,Niko,lesjuh,Oni,252,92,21,47,29,47,154965,37,0,1,1566507374090-2529221472947,Guest
1566583568,0,5807,U.N. Owen wa Kanojo nanoka? (Nico Mega Mix),Nico Nico Douga,DJPop,TAG4,350,248,66,157,150,251,228614,62,0,1,1566583568031-35024866157150251,Guest
1566583793,0,5807,U.N. Owen wa Kanojo nanoka? (Nico Mega Mix),Nico Nico Douga,DJPop,SOLO,494,258,78,19,22,82,344728,51,0,1,1566583793477-49425878192282,Guest
1566583942,0,10112,Made of Fire,Niko,lesjuh,Oni,244,112,6,50,31,50,170940,60,0,1,1566583942953-2441126503150,Guest
1566584032,0,10112,Made of Fire,Niko,lesjuh,Oni,281,85,12,60,28,34,220450,56,0,1,1566584032797-2818512602834,Guest
1566584119,0,10112,Made of Fire,Niko,lesjuh,Oni,263,83,16,54,25,50,191230,61,0,1,1566584119108-2638316542550,Guest
1566584207,0,10112,Made of Fire,Niko,lesjuh,Oni,242,110,12,42,35,48,148735,36,0,1,1566584207200-24211012423548,Guest
1566584293,0,10112,Made of Fire,Niko,lesjuh,Oni,265,95,11,52,35,41,184990,58,0,1,1566584293309-2659511523541,Guest
1566584394,0,10112,Made of Fire,Niko,lesjuh,Oni,284,75,12,56,27,41,203995,61,0,1,1566584394194-2847512562741,Guest
1566584575,0,10112,Made of Fire,Niko,lesjuh,Oni,252,90,30,49,27,40,180410,50,0,2,1566584575945-2529030492740,Guest
1566670343,0,10112,Made of Fire,Niko,lesjuh,Oni,265,86,12,50,31,49,190685,57,0,1,1566670343535-2658612503149,Guest
1566670427,0,10112,Made of Fire,Niko,lesjuh,Oni,255,85,19,42,28,53,151925,41,0,1,1566670427434-2558519422853,Guest
1566670514,0,10112,Made of Fire,Niko,lesjuh,Oni,271,68,13,47,23,60,167755,52,0,1,1566670514620-2716813472360,Guest
1566670756,0,5807,U.N. Owen wa Kanojo nanoka? (Nico Mega Mix),Nico Nico Douga,DJPop,SOLO,558,168,90,30,15,96,421044,91,0,2,1566670756124-55816890301596,Guest
1566754153,684163,297909,King For A Day (feat Kellin Quinn),Pierce The Veil,pishifat,Ex,515,79,1,61,41,22,583849,218,0,256,1566754153218-515791614122,Guest
1566754666,0,5807,U.N. Owen wa Kanojo nanoka? (Nico Mega Mix),Nico Nico Douga,DJPop,TAG4,392,246,66,196,144,211,266464,49,0,1,1566754666342-39224666196144211,Guest
1566754775,0,10112,Made of Fire,Niko,lesjuh,Oni,246,94,16,47,26,56,163015,38,0,1,1566754775433-2469416472656,Guest
1566754871,0,10112,Made of Fire,Niko,lesjuh,Oni,231,109,18,49,31,54,159315,39,0,1,1566754871565-23110918493154,Guest
1566755115,0,10112,Made of Fire,Niko,lesjuh,Heavy,290,76,9,49,30,4,1102286,198,0,0,1566755115044-29076949304,Guest
1566755208,0,10112,Made of Fire,Niko,lesjuh,Oni,232,101,19,44,30,60,151235,53,0,1,1566755208392-23210119443060,Guest
1566788300,684163,297909,King For A Day (feat Kellin Quinn),Pierce The Veil,pishifat,Ex,547,51,2,79,27,17,707207,223,0,256,1566788300116-547512792717,Guest
1566788528,0,5807,U.N. Owen wa Kanojo nanoka? (Nico Mega Mix),Nico Nico Douga,DJPop,TAG4,412,238,61,198,148,204,268194,47,0,1,1566788528577-41223861198148204,Guest
1566788726,0,10112,Made of Fire,Niko,lesjuh,Oni,275,79,14,52,28,44,189395,47,0,1,1566788726535-2757914522844,Guest
1566788813,0,10112,Made of Fire,Niko,lesjuh,Oni,237,108,9,41,28,58,147135,36,0,1,1566788813241-2371089412858,Guest
